Date,Name,Description,New to Fora,Continent,Country ,Region,Partner,Style,Season,< $500 option(s),Magic Content,Instagram In-Feed,Instagram Story,Non-Editable Assets,Video Template,PDF Template,Mailchimp,Notes,Article Title (Fora HQ reference)
29-Mar-24,Destination Debrief: Sardinia & Corsica,"Comprehensive travel guide to Sardinia & Corsica as a whole (eat, play, stay) ",No,Europe,Multiple,Multiple,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet ",Mailchimp template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Stay & Play in Sardinia & Corsica"
26-Mar-24,Round-up of Auberge properties (and perks) in Latin America,Properties featured are in Costa Rica and Mexico,No,Multiple,Multiple,Multiple,Auberge,General ,General,No,Magic article,,,,,,,,"Fora's Auberge Partner Round-up, Latin America Edition"
22-Mar-24,Destination Debrief: California Road Trip,"Comprehensive travel guide to coastal road trips in California (eat, play, stay) ",No,North America,United States,California,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Stay & Play on a California Coast Road Trip"
22-Mar-24,Destination Debrief: Sardinia & Corsica,"Comprehensive travel guide to Sardinia & Corsica as a whole (eat, play, stay) ",No,Europe,Italy,Multiple,Multiple,General ,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,,"An Insider's Guide on Where to Eat, Stay & Play in Sardinia and Corsica"
16-Mar-24,Less-Crowded Places to Visit in Europe this Summer ,"Montenegro, Edinburgh, Florence, Munich, Switzerland, Greece, Austria",No,Europe,Multiple,Multiple,Multiple,General ,Summer,No,Magic article ,,,,,N/A,,,7 Places to Visit this Summer to Avoid the Crowds of Paris
15-Mar-24,Marrakech Hotel Round-up,"Round-up of a few favorite properties in Marrakech, Morocco",No,Africa,Morocco,Marrakech,Multiple,General ,General,Yes,Magic article,,,,,,Mailchimp template,,5 Best of the Best Hotels in Marrakech
15-Mar-24,Destination Debrief: Madrid,"Comprehensive travel guide to Madrid as a whole (eat, play, stay) ",No,Europe,Spain,Madrid,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet ",Mailchimp template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Stay & Play in Madrid"
15-Mar-24,Destination Debrief: Madrid,"Comprehensive travel guide to Madrid, Spain (eat, play, stay) ",No,Europe,Spain,Madrid,Multiple,General ,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,,"An Insider's Guide to Where to Eat, Stay & Play in Madrid"
8-Mar-24,Women-owned hotels,"Round-up of women-owned hotels in Italy, France, New York, Colombia",No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,Mailchimp template,,A Few of My Favorite Women-Owned Hotels
8-Mar-24,Destination Debrief: Ireland,"Comprehensive travel guide to Ireland as a whole (eat, play, stay) ",No,Europe,Ireland,Multiple,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Stay & Play in Ireland"
5-Mar-24,Morocco Hotel Round-up,Round-up of a few favorite properties in Morocco,No,Africa,Morocco,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,12 Amazing Hotels in Morocco
1-Mar-24,Spotlight on The Greenwich Hotel's Spa,Feature article on Shibui Spa in New York City,No,North America,United States,NYC/New York City,Greenwich Hotel,Wellness,General,No,Magic article,,,,,,,,Why The Greenwich Hotel's Shibui Spa is the Spa of Your Dreams
1-Mar-24,Destination Debrief: Hawai‘i ,"Comprehensive travel guide to Hawai'i as a whole (eat, play, stay) ",No,North America,United States,Hawaii,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet ",Mailchimp template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Stay & Play in Hawai'i"
1-Mar-24,Destination Debrief: Hawai‘i ,"Comprehensive travel guide to Hawaii (eat, play, stay) ",No,North America,United States,Hawaii,Multiple,General ,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",,,"An Insider's Guide to Where to Eat, Stay & Play in Hawaiʻi"
23-Feb-24,Destination Debrief: Morocco,"Comprehensive travel guide to Morocco as a whole (eat, play, stay) ",No,Africa,Morocco,Multiple,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet ",Mailchimp template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Stay & Play in Morocco"
16-Feb-24,Babymoon Hotels,"Properties are in St. Kitts, New York, Arizona, California, Mexico, Costa Rica, Maryland, ",No,Multiple,Multiple,Multiple,Multiple,Couples,General,Yes,Magic article,,,,,,,,8 Dreamy Hotels Perfect for A Babymoon
16-Feb-24,Destination Debrief: Tokyo,"Comprehensive travel guide to Tokyo as a whole (eat, play, stay) ",No,Asia,Japan,Multiple,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet ",Mailchimp Template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Play & Stay in Tokyo"
12-Feb-24,Travel Guide to James Beard Award Semifinalist Picks,2024 James Beard Award Semifinalist Picks (& Where to Stay in Each Foodie City),No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,My 2024 James Beard Award Semifinalist Picks (& Where to Stay in Each Foodie City)
9-Feb-24,Destination Debrief: Central & West London,"Comprehensive travel guide to Central & West London as a whole (eat, play, stay) ",No,Europe,England,London,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,,,,"1: Sample itnerary
2: Hot Sheet",Mailchimp template,All recommended spots are in Google Maps & can also be shared with clients. ,"An Insider's Guide to Where to Eat, Stay & Play in Central & West London"
9-Feb-24,Destination Debrief: Central & West London,"Comprehensive travel guide to Central & West London (eat, play, stay) ",No,Europe,England,London,Multiple,General ,General,Yes,Magic article,Instagram in-feed,,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,,"An Insider's Guide to Where to Eat, Stay & Play in Central & West London"
9-Feb-24,The Real-Life Hotel From White Lotus Season 3,"Season 3 will be set in Thailand, specifically Phuket and Koh Samui. There are two hotels that will serve as the season three's luxe settings.",No,Asia,Thailand,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,"White Lotus Season Three Is Heading to These Thailand Hotels, and Now Is the Time to Book"
26-Jan-24,Budapest Hotel Round-Up,"Round-up of a few favorite hotels in Budapest, Hungary",No,Europe,Hungary,Budapest,Multiple,General ,General,Yes,Magic article,,,,,,,,3 Beautiful Hotels in Budapest
19-Jan-24,Vienna Hotel Round-Up,"Spotlight on different hotels in Vienna, Austria",No,Europe,Austria,Vienna,Multiple,General ,General,Yes,Magic article,,,,,,,,4 of My Favorite Hotels in Vienna
19-Jan-24,Mayakoba Hotel Round-Up,"A few favorite properties in Mayakoba, Mexico",No,North America,Mexico,Riviera Maya,Multiple,General ,General,Yes,Magic article,,,,,,,,"Where to Stay in Mayakoba, Mexico"
17-Jan-24,Trending in Travel: 2024's Must-Visit Spots,"US cities, Spain, Panama, St. Kitts & Nevis, Japan, Bhutan, Australia, Greece, Paris, Florence, Thailand, Cruises",No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,N/A,Mailchimp template,,Trending in Travel: 2024's Must-Visit Spots
16-Jan-24,6 Tented Camps to Travel to Now,"Spotlight on six tented camps in Costa Rica, Utah, Mexico, Indonesia, Montana and Kenya",No,Multiple,Multiple,Multiple,Multiple,Adventure,General,No,Magic article,,,,,,Mailchimp template,,6 Tented Camps to Travel to Now
12-Jan-24,Prague Hotel Round-Up,"Round-up of a few favorite hotels in Prague, Czech Republic",No,Europe,Czech Republic,Prague,Multiple,General ,General,Yes,Magic article,,,,,,,,5 Magical Hotels in Prague
5-Jan-24,8 New Airline Routes ,8 new airline routes in 2024 (plus recs on where to stay when you land) ,No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,N/A,Mailchimp template,,8 New Airline Routes that Will Upgrade Your 2024 Travel (+ Where to Stay When You Land)
15-Dec-23,NYC Boutique Hotel Round-Up,A few favorite boutique hotels in New York City,No,North America,United States,NYC/New York City,Multiple,General ,General,Yes,Magic article,,,,,,Mailchimp template,,12 Boutique Hotels in New York City I Love
11-Dec-23,Portugal Hotel Round-Up,Round-up of a few favorite hotels in Portugal ,No,Europe,Portugal ,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,Where to Stay in Portugal: 13 Dreamy Hotels
8-Dec-23,Preferred Program: Firmdale,"By booking with Fora, your clients will automatically receive perks at all Firmdale Hotels. These are located in London & New York City. ",No,Multiple,Multiple,Multiple,Firmdale,General ,General,No,"1: Magic page
2: Magic article",,,,,,,,4 of My Favorite Firmdale Hotels
1-Dec-23,Spotlight on Ambiente Sedona,"Ambiente Sedona is a 40-room desert retreat in Sedona, Arizona. It is a member of Fora Reserve. ",No,North America,United States,Arizona,Fora Reserve,Couples,General,No,"1: Magic page
2: Magic article",,,,,,,,Ambiente Sedona is the Ultimate Luxury Adults-Only Escape
10-Nov-23,Spotlight on Cali Mykonos,"Cali Mykonos is a new boutique, luxury property in Mykonos, Greece.",No,Europe,Greece,Mykonos,Fora Reserve,General ,General,No,"1. Magic article
2. Magic page",,,,,,,,Why I'm Obsessed with Cali Mykonos
3-Nov-23,the green o Hotel Spotlight ,Spotlight on the green o hotel in Montana,No,North America,United States,Montana,the green o,General ,General,No,Magic article,N/A,N/A,,,N/A,N/A,,"Here's Why I Love the Green O, One of My Favorite Luxury Montana Hotels"
2-Nov-23,Costa Rica Hotel Round-Up,Spotlight on different hotels in Costa Rica,No,Central America,Costa Rica,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,10 of the Best Hotels in Costa Rica
20-Oct-23,Angama Mara (Safari Lodge) Spotlight,"Spotlight on luxury safari lodge, Angama Mara in Kenya.",No,Africa,Kenya,Maasai Mara Game Reserve,Angama Mara,Adventure,General,No,Magic article,,,,,,,,Here's Why Angama Mara is the Luxury Safari Lodge of My Dreams
16-Oct-23,"Spotlight on The Standard, Huruvalhi Maldives ",Spotlight on The Standard's property in the Maldives. ,No,Asia,Maldives,Huruvalhi Island,Standard,General ,General,No,Magic article,,,,,,,,"Why I Love The Standard, Huruvalhi Maldives (and Why You Will, Too)"
10-Oct-23,6 Aman Hotels,"Spotlight on six Aman properties (Utah, New York, Jackson Hole, Venice, Kyoto, Turks and Caicos) ",No,Multiple,Multiple,Multiple,Aman,General ,General,No,Magic article,Instagram in-feed,,,,,,,6 Awe-Inspiring Aman Hotels
6-Oct-23,Four Seasons Properties in Egypt,"Spotlight on the Four Seasons properties in Cairo, Alexandra, Sharm el Sheikh",No,Africa,Egypt,Multiple,Four Seasons,General ,General,Yes,Magic article,,,,,,,,A Tour through Egypt with the Four Seasons
5-Oct-23,Spotlight on the Regent Seven Seas Explorer,"Spotlight on the Regent Seven Seas Explorer, one of Regent's luxury cruise ships. The Explorer ventures off to an impressive number of destinations, from Thailand to Canada.",No,Multiple,Multiple,Multiple,Regent Seven Seas,Cruise,General,No,Magic article,,,,,,,,3 Reasons I Love the Regent Seven Seas Explorer
4-Oct-23,Reasons to Travel to Egypt,General inspiration piece to travel to Egypt,No,Africa,Egypt,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,Why Travel to Egypt
13-Sep-23,Mini-Moon Hotels,"South Carolina, California, New York, Florida, Massachusetts, Oregon, Tennessee",No,Multiple,Multiple,Multiple,Multiple,Couples,General,Yes,Magic article,,,,,,,,7 Dreamy Mini-Moon Hotels
9-Sep-23,Spotlight on Grace Bay ,Grace Bay is a hotel group includes four (soon to be five!) luxury resorts in Turks & Caicos. ,No,Caribbean ,Turks & Caicos,Multiple,Grace Bay,General ,General,Yes,Magic article,,,,,,,,Grace Bay Resorts: the Ultimate Turks & Caicos Getaways
1-Sep-23,Preferred Program: Chablé Hotels,"These dreamy Mexico getaways combine culture, wellness, five-star hospitality and a locavore ethos. Fora is a member of their preferred program, so you can unlock perks for your clients at their properties.",No,North America,Mexico,Multiple,Fora Reserve,General ,General,No,"1: Magic page
2: Magic article",,,,,,,,"Why I Love Chablé (& Why You Will, Too)"
11-Aug-23,Mykonos Hotel Round-Up,"Round-up of a few favorite hotels in Mykonos, Greece",No,Europe,Greece,Mykonos,Multiple,General ,General,Yes,Magic article,,,,,,,,5 Favorite Mykonos Hotels
11-Aug-23,Athens Hotel Round-Up,"Round-up of a few favorite hotels in Athens, Greece. ",No,Europe,Greece,Athens,Multiple,General ,General,Yes,Magic article,,,,,,,,"6 Splendid Hotels in Athens, Greece"
11-Aug-23,Santorini Hotel Round-Up,"Round-up of a few favorite hotels in Santorini, Greece",No,Europe,Greece,Santorini,Multiple,General ,General,Yes,Magic article,,,,,,,,"5 Dreamy Hotels in Santorini, Greece"
11-Aug-23,When to Visit Greece,A month-by-month guide for when to visit Greece,No,Europe,Greece,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,Your Month-By-Month Guide to Visiting Greece
24-Jul-23,Small Hotels (Fewer Than 25 Rooms) ,"South Carolina, Montana, Panama, France, Italy, Kenya, Tanzania",No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,7 Stellar Hotels with Fewer Than 25 Rooms
18-Jul-23,Eco-friendly hotels,"Round-up of vetted eco-friendly hotels in England, Maldives, Spain, Galapagos, Antigua, Mexico, New York ",No,Multiple,Multiple,Multiple,Multiple,Sustainable,General,Yes,Magic article,,,,,,,,7 Eco-Friendly Properties for Conscious Travelers
14-Jul-23,Paris Boutique Hotel Round-Up,Round-up of boutique properties in Paris,No,Europe,France,Paris,Multiple,General ,General,Yes,Magic article,,,,,,,,5 Beautiful Boutique Hotels in Paris
16-Jun-23,Spotlight on Auberge Resorts,Auberge is a collection of luxury resorts and residences. MOST properties are a member of Fora Reserve. ,No,Multiple,Multiple,Multiple,Auberge,General ,General,No,"1: Magic page
2: Magic article",,,,,,,,The Best Auberge Resorts
20-Apr-23,Benefits of Booking with a Cruise Travel Advisor,Share the core benefits of booking a cruise with a Fora Advisor,Yes,N/A,N/A,N/A,N/A,General ,General,No,Magic article,,,,,,,,What Are the Benefits of Booking with a Cruise Travel Advisor?
19-Apr-23,Japan hotel round-up,"Round-up of a few of our favorite hotels in Japan, including tried & true favorites as well as splashy newcomers",No,Asia,Japan,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,The Best Hotels in Japan
17-Apr-23,Croatia Hotel Round-Up,Spotlight on different hotels in Croatia,No,Europe,Croatia,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,5 Stunning Croatia Hotels
4-Apr-23,Spotlight on Mauna Lani,"Spotlight on Mauna Lani in Hawaii, located on the Big Island of Hawai‘i. The article includes a guide to the island. Mauna Lani is a member of Fora Reserve. ",No,North America,United States,Hawaii,Auberge,General ,General,No,"1: Magic page
2: Magic article",,,,,,,,Let's Go to Paradise: My Essential Guide to the Big Island of Hawai‘i
20-Mar-23,All-Inclusive Honeymoon Resorts,"Properties featured in French Polynesia, Antigua & Barbuda, South Africa, Thailand, Montana, Mexico, Italy, New Zealand, Canada, Maldives",No,Multiple,Multiple,Multiple,Multiple,Couples,General,No,Magic article,,,,,,,,10 of the Best All-Inclusive Honeymoon Resorts
27-Feb-23,Los Cabos Hotel Round-Up,"A few favorite properties in Los Cabos (Cabo), Mexico",No,North America,Mexico,Cabo,Multiple,General ,General,Yes,Magic article,,,,,,,,The Top 11 Hotels in Cabo
20-Feb-23,Turks & Caicos Hotel Round-Up,Spotlight on different hotels in Turks & Caicos.,No,Caribbean ,Turks & Caicos,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,The Top 9 Hotels in Turks and Caicos
13-Feb-23,Unexpected Honeymoon Destinations,"Properties featured in Grenada, Panama, Malaysia, Laos, Japan, Santa Barbara, Mozambique, Jamaica",No,Multiple,Multiple,Multiple,Multiple,Couples,General,No,Magic article,,Instagram story,,,,,,8 Unexpected Honeymoon Destinations
10-Feb-23,Spotlight on Virgin Voyages,Some of our favorite elements of the Virgin Voyages experience,No,Multiple,Multiple,Multiple,Virgin Voyages,Cruise,General,Yes,Magic article,,,,,,,,Fora x Virgin Voyages: A Few Reasons Why I'm Obsessed
23-Jan-23,Brand Spotlight: Pendry Hotels,Pendry Hotels is a luxury hospitality brand known for its blend of modern design and impeccable service. You can unlock perks for clients at most of their properties. ,No,Multiple,Multiple,Multiple,Pendry,General ,General,No,Magic article,,,,,,,,"Why I Love The Pendry Hotels & Resorts (and Why You Should, Too)"
19-Jan-23,Black-Owned Hotels,"Properties are in Virginia, DC, Baltimore, Grenada, Zambia, and Colombia",No,Multiple,Multiple,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,5 of My Favorite Black-Owned Hotels and Resorts
12-Jan-23,Patagonia Hotel Round-Up,"A few of our favorite hotels in Patagonia, including recs in both Argentina and Chile",No,South America,Multiple,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,Best Hotels in Patagonia
3-Jan-23,Hotels with Gyms,"Properties featured in New York, Spain, Las Vegas, Florida, Thailand, California, Kenya, Bali",No,Multiple,Multiple,Multiple,Multiple,Wellness,General,Yes,Magic article,,,,,,,,8 Stellar Hotel Gyms
2-Jan-23,Spa Hotels,"Properties featured in Massachusetts, Spain, California, Mexico, Germany, England, Italy, Switzerland, New York, Pennsylvania",No,Multiple,Multiple,Multiple,Multiple,Wellness,General,No,Magic article,Instagram In-Feed,Instagram story,,,,,,12 Incredible Wellness Retreats to Visit
1-Dec-22,Mexico City Hotel Round-Up,A few favorite properties in Mexico City,No,North America,Mexico,Mexico City,Multiple,General ,General,Yes,Magic article,,,,,,,,9 of the Best Hotels in Mexico City
16-Nov-22,Favorite hotels from TV,"The real-life hotels from White Lotus, Emily in Paris, The Resort, Modern Love, Love is Blind, Inventing Anna (and the Fora Perks your clients can get) ",No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,Favorite Hotels from TV Worth a Real-Life Visit
14-Nov-22,8 Best Hotel Swimming Pools,Round-up of a few of our favorite hotel swimming pools,No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,8 Best Hotel Swimming Pools
7-Nov-22,Beverly Hills Hotel Round-Up,"A few favorite splurge-worthy properties in Beverly Hills (LA), California",No,North America,United States,LA/Los Angeles (California) ,Multiple,General ,General,No,Magic article,,,,,,,,6 Most Splurge-Worthy Hotels in Beverly Hills
18-Oct-22,Los Angeles Hotel Round-Up,"A few favorite properties in LA, California",No,North America,United States,LA/Los Angeles (California) ,Multiple,General ,General,Yes,Magic article,,,,,,,,11 Best Hotels in LA
26-Sep-22,Anguilla Hotel Round-Up,Spotlight on different hotels in Anguilla. ,No,Caribbean ,Anguilla,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,7 Best Hotels in Anguilla
12-Sep-22,Bahamas Hotel Round-Up,Spotlight on different hotels in the Bahamas. ,No,Caribbean ,Bahamas,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,8 Best Hotels in the Bahamas
29-Aug-22,Tulum & Cancun Hotel Round-Up,"A few favorite properties in Tulum & Cancun, Mexico",No,North America,Mexico,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,9 Best Hotels in Tulum and Cancun
22-Aug-22,Miami Hotel Round-Up,"A few favorite hotels in Miami, Florida",No,North America,United States,Florida,Multiple,General ,General,Yes,Magic article,,,,,,,,10 Best Hotels in Miami
22-Aug-22,Spotlight: Martinhal,Martinhal resorts offer luxury vacation properties in Portugal that are created with family in mind.,No,Europe,Portugal ,Multiple,Martinhal,Family,General,Yes,Magic article,,,,,,,,Supplier Spotlight: Martinhal Family Hotels & Resorts
8-Aug-22,NYC Hotel Round-Up,A few favorite hotels in New York City,No,North America,United States,NYC/New York City,Multiple,General ,General,Yes,Magic article,,,,,,,,10 Best Hotels in NYC
1-Aug-22,St. Barths Hotel Round-Up,Spotlight on different hotels in St. Barths,No,Caribbean ,St. Barths,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,10 Best Hotels in St. Barths
5-Jul-22,American West Hotel Round-Up,A few favorite properties in the American West,No,North America,United States,Multiple,Multiple,General ,General,No,Magic article,,,,,,,,8 Best Hotels in the American West
27-Jun-22,Paris Hotel Round-Up ,Round-up of a few favorite hotels in Paris,No,Europe,France,Paris,Multiple,General ,General,Yes,Magic article,,,,,,,,9 Chic Hotels in Paris
20-Jun-22,Greece Hotel Round-Up,Round-up of a few favorite hotels in Greece,No,Europe,Greece,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,7 Best Hotels in Greece
4-Jun-22,Pet-Friendly Hotels,"Properties featured in California, New York, South Carolina, Boston, DC, Maryland",No,Multiple,United States,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,11 Best Pet-Friendly Hotels
3-Jun-22,Southern Italy Hotel Round-Up,Round-up of a few favorite hotels in Southern Italy,No,Europe,Italy,Southern Italy,Multiple,General ,General,Yes,Magic article,,,,,,,,My Favorite 11 Hotels in Southern Italy
2-Jun-22,Ski destinations (and where to stay) in the United States,"Properties featured in Montana, Colorado, New Mexico, Vermont",No,North America,United States,Multiple,Multiple,Adventure,Winter,Yes,Magic article,,,,,,,,Hitting the Slopes this Winter? These are the 5 Best Ski Resorts in the United States
Evergreen,I've Joined Fora - Social Badge,Announce to your network that you’re officially a Fora Advisor & can book their travel.,Yes,N/A,N/A,N/A,N/A,General ,General,N/A,Share your profile,Instagram in-feed,Instagram story,,,N/A,Mailchimp template,,N/A
Evergreen,Fora Advisor Services,Overview of Fora Advisor services. Remove any services that you don't personally offer.,Yes,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,,,,,Google Slides,,,N/A
Evergreen,Reasons to Book with a Fora Advisor,Share three main benefits that your clients get when they book with you,Yes,N/A,N/A,N/A,N/A,General ,General,N/A,Magic article,Instagram in-feed,Instagram story,,,N/A,Mailchimp template,,3 Reasons to Book with a Fora Advisor
Evergreen,Why Fora is Better than Amex,Key differences on booking with Fora vs. booking with Amex (and why clients should book with you),No,N/A,N/A,N/A,N/A,General ,General,N/A,Magic article,Instagram in-feed,Instagram story,,,N/A,Mailchimp template,,Fora vs. Amex (and Why It’s Better to Book through a Fora Advisor)
Evergreen,Fora Advisor Overview & FAQs,"Send clients an overview on booking travel with a Fora Advisor, plus FAQs.",Yes,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,,,,,Shareable PDF,,,N/A
Evergreen,Business Cards,Watch the Loom tutorial to learn how to customize your business cards. ,Yes,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,Canva Template Link,N/A,,,Google Slides,N/A,,N/A
Evergreen,Email Signature,Watch the Loom tutorial to learn how to create a branded email signature. ,Yes,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,N/A,N/A,,Canva Template,Google Slides,N/A,,N/A
Evergreen,Promote Your Fora Guides,Blank template to drop content from your Fora travel guides and then promote them to your network.,No,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,Instagram in-feed,Instagram story,,,N/A,Mailchimp template,,N/A
Evergreen,Just Booked,"Once you've made a booking, use this blank template to fill in recent bookings you’ve done, and then promote on Instagram. ",Yes,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,Instagram in-feed,Instagram story,,,N/A,,,N/A
Evergreen,Client Reviews,"Once you have a client review, transform it into an Instagram post with this blank template. ",Yes,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,Instagram in-feed,Instagram story,,,N/A,N/A,,N/A
Evergreen,Promote Your Favorite Hotels,Put together a round-up to spotlight hotels that you love. This is a blank template to customize for Instagram. ,Yes,N/A,N/A,N/A,N/A,General ,General,N/A,N/A,Instagram in-feed,Instagram story,,,N/A,N/A,,N/A
Evergreen,Adventure Resorts Around the World,A curated selection of adventure resorts from Utah to Kenya. ,No,Multiple,Multiple,Multiple,Multiple,Adventure,General,Yes,Magic article,,,,,,,,5 of the Best Adventure Resorts Around the World
Evergreen,Fora Partners,"Fora has 5,500+ preferred partners. Share a big-picture overview on all of the brands that clients can unlock perks at when they book with you. We constantly add new partners to this page. ",Yes,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Fora Perks,"Fora gets perks at over 7,200 partner hotels around the world. Showcase why Fora's preferred partnerships are so beneficial, plus a few partner properties for travel inspiration.",Yes,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,Mailchimp template,,Travel Like the VIP You Are
Evergreen,Partner Page: Acqualina Resort & Residences On The Beach,"Acqualina is a five-star resort in Miami Beach, Florida. It is part of Fora Reserve, and so your clients automatically get Fora Perks when they book. ",No,North America,United States,Florida,Fora Reserve,General ,General,Yes,Magic page,Instagram in-feed,,,,,,,N/A
Evergreen,Partner Page: One&Only,"One&Only Resorts include exclusive beachfront hotels, stylish urban retreats and private homes around the world. They are all part of Fora Reserve.",No,Multiple,Multiple,Multiple,Fora Reserve,General ,General,No,Magic page,,,,,,,,
Evergreen,Spotlight on Balboa Bay Resort,"Balboa Bay Resort is a bayfront resort in Newport Beach, California. It is a member of Fora Reserve. ",No,North America,United States,California,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Beacon Grand,"Beacon Grand is one of San Francisco's most historic hotels and iconic social hubs, with a fresh, chic style. It is a member of Fora Reserve.",No,North America,United States,California,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Spotlight on Botania Relais & Spa,"Botania Relais & Spa is a 40-room under-the-radar gem on Ischia, Italy. It is a member of Fora Reserve. ",No,Europe,Italy,Ischia,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Cape Weligama,Cape Weligama is a cliffside escape in Sri Lanka that takes the idea of a beach resort to the next level. It is a member of Fora Reserve. ,No,Asia,Sri Lanka,Weligama,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Carneros Resort and Spa,"Carneros Resort and Spa is a quintessential Napa Valley, California retreat featuring cozy private cottages, farm-to-table dining and onsite wine tastings. It is a member of Fora Reserve. ",No,North America,United States,California,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Casa Angelina,"Casa Angelina is a contemporary 37-room retreat in Praiano, Italy on the Amalfi Coast. It is a member of Fora Reserve. ",No,Europe,Italy,Amalfi Coast,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Casa Majani,"Casa Majani is a fully staffed luxury villa in Punta Mita, Mexico. It is a member of Fora Reserve. ",No,North America,Mexico,Riviera Nayarit,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Ceylon Tea Trails,Ceylon Tea Trails is a collection of five luxury bungalows in Sri Lanka. It is a member of Fora Reserve. ,No,Asia,Sri Lanka,Hatton,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Chapter Roma,"Chapter Roma is a playful and artistic boutique hotel in Rome, Italy. It is a member of Fora Reserve. ",No,Europe,Italy,Rome,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
